townhall
school
fuel
fuel
fuel
hospital
fuel
fuel
townhall
school
hospital
fire_station
fire_station
hospital
school
fuel
fuel
fire_station
townhall
school
townhall
townhall
fire_station
fuel
fuel
fire_station
fuel
fuel
fire_station
townhall
fuel
fuel
fuel
school
police
fuel
fuel
school
fuel
school
police
police
fuel
school
townhall
school
school
police
school
fire_station
police
fuel
fuel
school
fuel
fuel
townhall
fire_station
police
fuel
fuel
fire_station
townhall
fuel
fuel
fire_station
school
fuel
fuel
police
fuel
fuel
fuel
fire_station
police
school
fuel
library
townhall
fire_station
fire_station
fire_station
school
fuel
fuel
school
fire_station
fuel
fire_station
fuel
fire_station
library
school
school
townhall
school
police
townhall
fire_station
townhall
library
school
school
school
fuel
fire_station
school
school
school
police
police
police
townhall
school
fuel
townhall
fire_station
townhall
townhall
townhall
townhall
library
townhall
police
fire_station
townhall
fuel
police
fire_station
hospital
police
school
fuel
fuel
school
school
fire_station
fire_station
fire_station
school
fire_station
fire_station
school
fire_station
fire_station
police
fire_station
school
fire_station
fuel
townhall
police
townhall
fuel
library
fire_station
fire_station
fire_station
police
townhall
school
fire_station
fire_station
fire_station
fire_station
fuel
townhall
townhall
fuel
police
school
school
fuel
fire_station
fire_station
fuel
school
school
school
fire_station
fire_station
fuel
fire_station
fuel
fire_station
police
townhall
school
fuel
fuel
school
fuel
fuel
fuel
hospital
fuel
fuel
police
fire_station
fuel
fuel
fire_station
townhall
fuel
school
school
townhall
police
fuel
fuel
fire_station
police
library
townhall
fire_station
fuel
fuel
fuel
school
fuel
school
hospital
fuel
fire_station
fire_station
library
fuel
fuel
police
fuel
fuel
fuel
fuel
police
school
school
fuel
townhall
police
fire_station
school
fuel
school
fire_station
school
townhall
police
school
school
school
library
fuel
fuel
school
school
school
school
school
school
school
school
townhall
fuel
library
fuel
fuel
police
school
fire_station
townhall
fire_station
police
police
school
fuel
fire_station
school
school
fuel
school
townhall
school
police
school
fire_station
police
fuel
police
townhall
fuel
fire_station
hospital
fuel
fire_station
townhall
library
school
fuel
townhall
library
school
fire_station
townhall
school
school
school
school
fire_station
school
school
fuel
police
fuel
police
fuel
fuel
fuel
fuel
fuel
school
library
school
fuel
school
fire_station
school
hospital
school
townhall
school
school
school
school
school
school
school
school
school
police
fire_station
fuel
hospital
fire_station
hospital
library
police
fuel
school
library
townhall
hospital
hospital
fuel
fuel
fuel
fuel
fuel
fuel
fuel
fire_station
fire_station
fire_station
townhall
fuel
townhall
fuel
fire_station
school
police
fuel
fire_station
police
police
fuel
fuel
fire_station
fire_station
school
school
fuel
fire_station
school
school
fire_station
school
fuel
school
school
townhall
fuel
school
school
police
school
police
school
school
school
university
hospital
fire_station
fire_station
fire_station
townhall
fire_station
fire_station
school
school
police
police
fire_station
fire_station
school
school
school
library
fire_station
school
school
fire_station
school
fuel
fuel
school
hospital
school
school
school
school
school
school
school
school
school
school
school
police
school
fuel
fuel
library
fire_station
school
fuel
townhall
fire_station
school
school
townhall
school
townhall
school
police
school
fire_station
school
fire_station
library
fire_station
townhall
fuel
fuel
fuel
fuel
fuel
fuel
school
school
fuel
school
fuel
fire_station
fire_station
fire_station
fuel
fuel
fuel
fuel
hospital
police
fuel
fuel
fuel
fuel
fuel
fuel
fuel
townhall
fire_station
police
fire_station
fire_station
fuel
fire_station
school
school
fire_station
school
fuel
fuel
fire_station
townhall
school
police
fire_station
townhall
police
fire_station
police
school
townhall
fire_station
fire_station
fuel
school
fuel
police
school
police
fuel
school
police
townhall
school
school
school
fire_station
school
fuel
school
fuel
university
fuel
school
police
fire_station
fuel
police
townhall
fuel
fuel
police
fuel
fire_station
school
townhall
fuel
school
fuel
fire_station
library
fuel
fuel
fuel
school
fuel
fuel
fuel
fuel
fuel
townhall
library
library
school
fire_station
library
school
fire_station
school
fire_station
townhall
fire_station
fuel
fuel
fuel
fuel
police
fuel
